floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,flat_id
22,22,2,40.0,13900000,Текстильщики,1-й Грайвороновский проезд,1,Текстильщики,316626936
17,34,2,52.0,53000000,Дорогомилово,Поклонная ,9,Поклонная,315934487
2,9,2,60.0,93000000,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,294203461
6,8,2,45.8,29900000,Красносельский, Маши Порываевой,38,Площадь трёх вокзалов,316528251
17,17,2,52.0,14400000,Люблино, Верхние Поля,35К4,Люблино,315665441
3,3,2,77.5,39800000,Хорошевский,проезд Аэропорта,8С9,Аэропорт,310096435
8,9,2,43.0,15500000,Преображенское,Халтуринская ,19,Бульвар Рокоссовского,313445730
10,10,2,60.0,60000000,Якиманка, Серафимовича,2,Боровицкая,303069476
9,17,2,60.1,16000000,Отрадное,Юрловский проезд,14к4,Бибирево,315976957
14,14,2,41.0,16990000,Академический,Большая Черемушкинская ,26К3,Академическая,316413303
5,34,2,86.3,41000000,Хорошево-Мневники,Карамышевская набережная,2А,Народное Ополчение,314905510
11,41,2,48.0,44900000,Раменки,1-й Сетуньский проезд,8,Кутузовская,316614908
2,5,2,46.1,12700000,Покровское-Стрешнево, Свободы,17,Тушинская,315327889
9,9,2,44.5,10999000,Ивановское, Молостовых,4К4,Новогиреево,313257079
6,12,2,44.8,14400000,Рязанский, Паперника,7К1,Окская,311972088
8,14,2,53.0,16950000,Люблино,Краснодарская ,10А,Депо,315236960
18,24,2,62.7,27000000,Филевский парк,Барклая ,6Ак1,Багратионовская,316361543
9,19,2,57.0,31200000,Хорошево-Мневники,Карамышевская набережная,34,Народное Ополчение,315974003
1,10,2,63.5,34000000,Хамовники,Оболенский переулок,7,Фрунзенская,312574499
30,41,2,57.0,35500000,Раменки,1-й Сетуньский проезд,8,Кутузовская,307493782
2,9,2,34.0,8700000,Восточное Измайлово,16-я Парковая ,27,Первомайская,315420844
7,41,2,60.0,37000000,Раменки,1-й Сетуньский проезд,6С6,Кутузовская,304053983
4,19,2,69.0,49900000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,310886602
2,6,2,163.8,179000000,Таганский, Станиславского,11,Таганская,313833372
6,28,2,85.0,56500000,Филевский парк, Василисы Кожиной,13,Парк Победы,316070882
2,12,2,38.7,10800000,Северное Измайлово,Щелковское шоссе,32,Щёлковская,316668029
2,9,2,57.14,93000000,Таганский,Большой Николоворобинский переулок,9к12,Чкаловская,313833367
5,5,2,42.0,15700000,Хорошевский,Хорошевское шоссе,41кЕ,Хорошёво,315308049
1,5,2,58.8,24400000,Таганский,Таганская ,24С5,Марксистская,306015204
11,41,2,55.0,29800000,Раменки,1-й Сетуньский проезд,8,Кутузовская,315353779
8,41,2,47.0,27000000,Раменки,1-й Сетуньский проезд,8,Кутузовская,312895131
2,5,2,62.9,15600000,Тимирязевский,Линейный проезд,6,Петровско-Разумовская,316677255
5,19,2,100.0,76000000,Раменки,Ломоносовский проспект,25к2,Университет,315369818
16,17,2,50.5,13200000,Лосиноостровский,Стартовая ,35,Медведково,316590795
10,67,2,69.6,79500000,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,314848971
2,4,2,136.6,75000000,Донской,Варшавское шоссе,9с28,Тульская,299558863
2,12,2,46.7,15500000,Щукино,Авиационная ,74К4,Щукинская,314762107
32,36,3,113.0,140000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,316168222
4,5,3,147.0,49900000,Головинский,Михалковская ,46к3,Коптево,315097967
2,13,3,120.0,160000000,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,303584027
1,9,3,57.8,14200000,Ярославский,Ярославское шоссе,12К1,Ботанический сад,315203865
6,13,3,130.0,214500000,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,309179147
7,29,3,104.0,44900000,Соколиная гора,Мироновская ,25,Измайлово,316136853
1,9,3,53.0,12200000,Новогиреево,Союзный проспект,10,Новогиреево,316258419
6,12,3,85.3,100000000,Арбат,Смоленская набережная,5/13,Смоленская,316027299
4,8,3,70.0,53031681,Хамовники,Смоленский бульвар,22/14,Смоленская,315556569
5,23,3,114.5,62000000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,315245874
11,14,3,69.0,40749000,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,313077646
6,16,3,97.0,35990000,Басманный, Госпитальный Вал,5С12,Электрозаводская,316138851
31,40,3,88.0,82000000,Хорошево-Мневники, Саляма Адиля,2к1,Народное Ополчение,312626952
3,13,3,83.0,61500000,Раменки,Винницкая ,8к2,Раменки,316239269
1,9,3,58.7,15000000,Коньково,Профсоюзная ,116К1,Беляево,315615152
5,14,3,73.0,61988700,Раменки,проспект Генерала Дорохова,39к1Д,Минская,314240087
19,23,3,146.9,95000000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,315558354
2,9,3,70.0,19500000,Нагатинский затон,Судостроительная ,23К2,Коломенская,315987275
2,7,3,87.0,90000000,Пресненский,переулок Брюсов,2/14С1,Охотный ряд,313587321
16,16,3,73.3,20500000,Теплый Стан, Академика Бакулева,4,Тропарёво,316580555
14,22,3,88.4,51500000,Покровское-Стрешнево,Волоколамское шоссе,71/8к1,Спартак,316432207
8,32,3,84.4,75000000,Дорогомилово,Поклонная ,9,Поклонная,314323192
13,32,3,86.7,95000000,Дорогомилово,Поклонная ,9,Поклонная,316368875
10,32,3,102.6,109990000,Дорогомилово,Поклонная ,9,Поклонная,316500208
9,32,3,68.2,59000000,Дорогомилово,Поклонная ,9,Поклонная,309280392
70,97,3,82.0,90000000,Пресненский,набережная Пресненская,12,Деловой центр,309834487
19,32,3,128.0,128000000,Дорогомилово,Поклонная ,9,Поклонная,315657236
25,32,3,85.0,95000000,Дорогомилово,Поклонная ,9,Поклонная,315661048
7,9,3,60.0,18999999,Марьина роща,Шереметьевская ,25,Марьина Роща,311821615
12,32,3,69.0,61500000,Дорогомилово,Поклонная ,9,Поклонная,309274659
11,32,3,86.0,86000000,Дорогомилово,Поклонная ,9,Поклонная,315657663
3,3,3,100.8,229792249,Пресненский,Малая Бронная ,30/1,Пушкинская,309101286
14,32,3,101.8,110000000,Дорогомилово,Поклонная ,9,Поклонная,315657493
11,32,3,69.0,61500000,Дорогомилово,Поклонная ,9,Поклонная,309277393
10,34,3,102.6,120000000,Дорогомилово,Поклонная ,9,Поклонная,316681242
3,6,3,109.0,75000000,Хорошевский,Ходынский бульвар,13,ЦСКА,313941443
39,47,3,144.4,65000000,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,311255086
7,27,3,66.2,54500000,Беговой,Верхняя ,20к1,Белорусская,304283080
9,9,3,59.9,15850000,Тимирязевский,Дмитровское шоссе,39К1,Петровско-Разумовская,306458760
4,20,3,94.5,59400000,Беговой,Бумажный проезд,4,Белорусская,315200806
10,10,3,72.6,18602900,Кунцево,4-я Мякининская ,27,Строгино,313004970
2,5,3,90.0,60000000,Тверской,Новолесная ,4,Белорусская,314097528
2,4,3,140.0,170046264,Мещанский,Рождественский бульвар,10/7С1,Трубная,315798564
21,31,3,69.3,25400000,Можайский, Петра Алексеева,14,Давыдково,303926631
24,48,3,155.0,55500000,Хорошево-Мневники,проспект Маршала Жукова,78,Серебряный Бор,314370483
5,9,3,96.3,79000000,Тверской,Тверская ,15,Тверская,315150423
5,12,3,97.0,135000000,Раменки, Сергея Бондарчука,6,Мичуринский проспект,315813833
6,9,3,59.0,13890000,Вешняки,Вешняковская ,15К1,Новогиреево,313069199
11,26,3,85.0,39990000,Лефортово, Крузенштерна,12к3,Авиамоторная,315879112
5,7,3,93.0,111500000,Якиманка,Лаврушинский переулок,17С2,Третьяковская,315810174
9,17,3,76.5,24999999,Москворечье-Сабурово, Борисовские Пруды,25К1,Борисово,303849492
5,7,3,130.0,65990000,Крылатское,Крылатская ,45К2,Крылатское,308424075
3,4,3,62.0,26950000,Тверской,Лесная ,61с2,Менделеевская,311657948
15,17,1,56.0,28000000,Теплый Стан, Островитянова,4,Тропарёво,316467337
2,9,1,32.6,12500000,Северное Тушино,бульвар Яна Райниса,2К1,Сходненская,315560920
9,24,1,31.9,16900000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,316134322
11,12,1,35.0,8200000,Вешняки,Вешняковская ,11К1,Новогиреево,314430900
3,9,1,20.1,8900000,Щукино, Расплетина,3К3,Октябрьское поле,316114168
16,17,1,38.1,12990000,Северное Бутово,Старокачаловская ,1К2,Бульвар Дмитрия Донского,316412538
3,15,1,32.0,12270000,Хорошевский,Ходынский бульвар,2,ЦСКА,278701100
9,9,1,31.0,9490000,Южнопортовый,6-я Кожуховская ,23,Дубровка,314994777
36,52,1,39.4,19900000,Покровское-Стрешнево,Волоколамское шоссе,95/2к7,Трикотажная,315053315
6,9,1,30.9,10600000,Нагатино-Садовники,проспект Андропова,50к1,Коломенская,316332296
10,17,1,38.0,13300000,Северное Измайлово,Щелковское шоссе,26К2,Щёлковская,313794918
11,25,1,40.2,11900000,Лосиноостровский,Тайнинская ,9,Медведково,315952149
4,6,2,137.0,199990000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,309819745
10,12,2,79.0,69000000,Тверской,2-я Брестская ,6,Маяковская,316015307
2,7,2,60.0,93000000,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,304388593
6,12,2,45.0,17500000,Чертаново Центральное,Кировоградская ,16К1,Южная,315571125
7,7,2,78.3,59600000,Арбат,Гоголевский бульвар,27,Кропоткинская,315719136
15,28,3,100.0,68000000,Филевский парк,Береговой проезд,1А,Фили,316204622
10,17,3,142.9,45500000,Можайский, Вересаева,13,Давыдково,311036306
4,15,3,103.0,94000000,Дорогомилово,Студенческая ,20к1,Студенческая,314305380
17,34,3,87.0,88990000,Дорогомилово,Поклонная ,9,Поклонная,315625194
4,8,3,69.8,53031681,Хамовники,Смоленский бульвар,22/14,Смоленская,286643532
